WKT,name,description
"POLYGON ((106.8252584 -6.3082941, 106.8255641 -6.3066679, 106.8246683 -6.3065772, 106.8219807 -6.3066452, 106.8210956 -6.3062866, 106.8163213 -6.3050149, 106.8169408 -6.3073024, 106.8156721 -6.3083955, 106.8175014 -6.3120451, 106.8173137 -6.3156095, 106.8196204 -6.3172037, 106.8246736 -6.3179448, 106.825768 -6.3118398, 106.8259075 -6.3112627, 106.8266048 -6.3111973, 106.8267765 -6.3107895, 106.8267336 -6.3105122, 106.826814 -6.3101922, 106.8269106 -6.3098351, 106.8270769 -6.3094192, 106.8268302 -6.3091365, 106.8266263 -6.3086781, 106.8258377 -6.308486, 106.8252584 -6.3082941))",Kebun Binatang Ragunan,
