WKT,name,description
"POLYGON ((110.02707 -7.8964905, 110.1753854 -7.9644983, 110.2399301 -7.9930583, 110.3511666 -8.0311351, 110.4363107 -8.0950417, 110.5667733 -8.1399062, 110.6725167 -8.1820471, 110.8304452 -8.2051548, 110.8386849 -8.1793285, 110.8180856 -8.1480629, 110.7864999 -8.1630163, 110.78238 -8.0719277, 110.7535409 -8.0270556, 110.7755136 -7.9141736, 110.7892465 -7.8325529, 110.7631539 -7.806703, 110.7535409 -7.8298319, 110.716462 -7.7944578, 110.6807565 -7.8107847, 110.6670236 -7.7849334, 110.6450509 -7.8039819, 110.5969857 -7.8026213, 110.5667733 -7.7876547, 110.5296945 -7.7985395, 110.4926156 -7.7441124, 110.4720162 -7.633876, 110.4459237 -7.5440327, 110.3470468 -7.6229869, 110.2756356 -7.7019266, 110.2454232 -7.6420426, 110.1492929 -7.6447648, 110.1190805 -7.6801516, 110.1328134 -7.7590806, 110.02707 -7.8964905))",DIY YOGYAKARTA,
