WKT,name,description
"POLYGON ((106.7289646 -6.0991935, 106.7248447 -6.1442537, 106.7241581 -6.1927232, 106.7447575 -6.2268541, 106.749564 -6.2514269, 106.7536839 -6.2766811, 106.7763432 -6.306029, 106.7777164 -6.3421998, 106.7790897 -6.3613078, 106.8051823 -6.3647199, 106.834708 -6.350389, 106.8518742 -6.33947, 106.8820866 -6.3640375, 106.9109257 -6.3647199, 106.9198521 -6.3408349, 106.9212254 -6.308759, 106.9116123 -6.2937441, 106.910239 -6.2712208, 106.9088657 -6.2555223, 106.9425114 -6.2500618, 106.9473179 -6.2200281, 106.9624241 -6.2063758, 106.9459446 -6.1852142, 106.943198 -6.150398, 106.9328983 -6.1230895, 106.9171055 -6.1026073, 106.8848331 -6.0985107, 106.8505009 -6.1189931, 106.8182285 -6.1169449, 106.8072422 -6.1217241, 106.803809 -6.0991935, 106.7900761 -6.0957797, 106.7838963 -6.1101175, 106.7523106 -6.1019245, 106.7289646 -6.0991935))",DKI JAKARTA,
