WKT,name,description
"POLYGON ((106.8061887 -6.2156838, 106.8062102 -6.212804, 106.7982494 -6.2147238, 106.7983781 -6.2205047, 106.8030988 -6.2225951, 106.8047081 -6.2247282, 106.8087851 -6.2220618, 106.8084418 -6.2211659, 106.8084203 -6.2157264, 106.8061887 -6.2156838))",GELORA BUNG KARNO,
