WKT,name,description
"POLYGON ((106.8538022 -6.2419247, 106.8529654 -6.2404955, 106.8530298 -6.2392157, 106.8534804 -6.2378292, 106.8536735 -6.236592, 106.853695 -6.2356108, 106.8530512 -6.2347789, 106.852665 -6.2334137, 106.8505836 -6.2332431, 106.8506694 -6.2341603, 106.8516565 -6.2350349, 106.852665 -6.2360374, 106.8522787 -6.2378079, 106.8517638 -6.2398129, 106.8520856 -6.2406022, 106.8527508 -6.2419673, 106.8538022 -6.2419247))",Tebet Eco Park,
