WKT,name,description
"POLYGON ((106.8836417 -6.2995344, 106.884162 -6.3020084, 106.8868549 -6.3043918, 106.8965511 -6.3071724, 106.9101955 -6.3057514, 106.9107212 -6.2994544, 106.9020416 -6.2940956, 106.8959476 -6.2936371, 106.893252 -6.2934371, 106.8922945 -6.2932585, 106.8912082 -6.2934238, 106.890036 -6.2933118, 106.8860825 -6.2948528, 106.8839153 -6.2952847, 106.8822737 -6.2965697, 106.8832178 -6.2984253, 106.8836417 -6.2995344))",Taman Mini Indonesia Indah,
