WKT,name,description
"POLYGON ((106.8233011 -6.1714136, 106.823049 -6.1749602, 106.8230651 -6.1755363, 106.8231243 -6.1801214, 106.8312827 -6.1799441, 106.8299098 -6.1777375, 106.8299019 -6.1769569, 106.8299155 -6.1762776, 106.8299262 -6.1757603, 106.8300228 -6.1753016, 106.8300282 -6.175211, 106.8299852 -6.1742403, 106.8297706 -6.1734669, 106.8291322 -6.1729869, 106.8293295 -6.171729, 106.8290413 -6.1715051, 106.8233011 -6.1714136))",Taman air mancur Monas,
